test_year,Volume,Volatility_7,Return_Lag1,Momentum_7
2018,0.5042920528739068,0.0,0.28261888854559203,0.21308905858050117
2019,0.5037239317728989,0.007964014446201605,0.3050517433322304,0.18326031044866917
2020,0.6329821239864578,0.0,0.20465748116311347,0.16236039485042872
2021,0.8192830524699951,0.1380993462041885,0.0,0.04261760132581641
2022,0.7630007831601633,0.18712730005976735,0.0,0.049871916780069386
2023,0.7130924886261846,0.20100090540094706,0.0,0.08590660597286853
2024,0.7147841295280354,0.17808339030550724,0.0019404472324139742,0.10519203293404343
2025-2026,0.720598545892171,0.14660730411700398,0.063411300364987,0.06938284962583793
