test_year,Volume,Month,Day,Volatility_7,Return_Lag1
2018,0.5907148911710545,0.0878994890252967,0.03405404914170854,0.12646315656004248,0.1608684141018977
2019,0.5804215001164916,0.11003952565530223,0.07616223837820027,0.11740320883937908,0.11597352701062702
2020,0.6405471301522082,0.09665506934105546,0.07956455017034174,0.11300518102990306,0.07022806930649148
2021,0.4710815235575408,0.15728821134377177,0.14755697257863903,0.15266503480515592,0.07140825771489233
2022,0.4480772709569838,0.11413667556048779,0.14718863734890814,0.2107972561624926,0.07980015997112765
2023,0.5379740888289287,0.069251711171054,0.10885682269431333,0.1663360041982543,0.11758137310744957
2024,0.5412427094952895,0.06488796824193287,0.1033687605348989,0.15292399972893028,0.13757656199894844
2025-2026,0.629651193656155,0.05214235201197306,0.08159329329562677,0.11651227635257586,0.12010088468366945
