Date,Price,Open,High,Low,Volume,Chg%
2023-03-08,2912.615,2915.5299999999997,2922.42,2909.064,7210,-0.22
2023-03-07,2919.081,2949.7149999999997,2950.881,2917.65,7900,-1.21
2023-03-06,2954.8559999999998,2947.065,2967.258,2947.065,6390,-0.23
2023-03-03,2961.587,2967.947,2969.537,2952.63,60,-0.06
2023-03-02,2963.495,2964.555,2970.65,2920.2999999999997,170,-0.24
2023-03-01,2970.491,2967.47,2975.632,2957.3469999999998,110,0.6
2023-02-28,2952.842,2944.0969999999998,2967.947,2932.225,380,0.48
2023-02-27,2938.691,2941.659,2943.62,2933.073,2610,-0.16
2023-02-24,2943.355,2957.082,2957.082,2940.758,6660,-0.17
2023-02-23,2948.39,2968.0,2968.0,2944.998,6190,-0.77
2023-02-22,2971.18,2973.459,2986.5499999999997,2966.0389999999998,6300,-0.17
2023-02-21,2976.321,2977.593,2983.105,2968.0,6390,-0.08
2023-02-20,2978.706,2978.2819999999997,2985.967,2977.593,3510,-0.05
2023-02-17,2980.296,2986.444,2986.444,2954.0609999999997,9200,0.01
2023-02-16,2980.1369999999997,2980.455,2982.8399999999997,2964.237,8920,0.14
2023-02-15,2976.0029999999997,3001.602,3001.602,2973.459,10490,-0.93
2023-02-14,3003.987,2997.68,3018.297,2987.451,16320,0.34
2023-02-13,2993.758,3008.227,3012.467,2992.698,7870,-0.4
2023-02-10,3005.683,3007.22,3010.4,2992.645,10530,-0.15
2023-02-09,3010.241,3027.201,3035.893,3004.5699999999997,9660,-0.58
2023-02-08,3027.784,3030.964,3037.0589999999997,3017.29,7560,-0.08
2023-02-07,3030.275,3021.0,3035.257,3015.064,9070,0.44
2023-02-06,3017.078,3004.5699999999997,3025.028,3003.245,10030,-0.87
2023-02-03,3043.4719999999998,3071.986,3073.47,3031.706,90,-0.5
2023-02-02,3058.63,3089.8469999999998,3121.435,3058.1,210,0.19
2023-02-01,3052.747,3014.587,3079.2999999999997,3010.4,640,1.29
2023-01-31,3013.792,3005.1,3017.555,2992.38,1040,0.19
2023-01-30,3007.962,3008.2799999999997,3021.053,2999.1639999999998,4850,-0.06
2023-01-27,3009.817,3006.69,3015.435,2994.5,10210,-0.13
2023-01-25,3013.845,3015.435,3017.237,3002.45,6580,-0.03
2023-01-24,3014.6929999999998,3011.1949999999997,3021.0,3001.549,9070,0.31
2023-01-23,3005.365,3000.33,3010.3469999999998,2988.4049999999997,8710,0.24
2023-01-20,2998.1569999999997,2996.62,3008.7039999999997,2994.871,6480,0.22
2023-01-19,2991.479,2983.8469999999998,2992.91,2977.911,7670,0.4
2023-01-18,2979.66,2983.317,2994.076,2971.869,9600,-0.15
2023-01-17,2984.218,2980.19,2990.79,2980.19,6770,-0.19
2023-01-16,2989.942,2983.6349999999998,2992.38,2981.886,5510,0.34
2023-01-13,2979.872,2959.785,2981.409,2957.4,11810,0.76
2023-01-12,2957.453,2952.1,2963.7599999999998,2944.15,8850,0.29
2023-01-11,2948.973,2949.7149999999997,2960.315,2940.016,7340,0.0
2023-01-10,2949.026,2959.997,2961.587,2945.74,6970,-0.27
2023-01-09,2956.976,2965.456,2972.081,2953.2129999999997,8180,0.29
2023-01-06,2948.284,2931.0589999999997,2952.1,2925.865,9170,1.01
2023-01-05,2918.763,2973.671,2973.671,2914.841,740,-1.11
2023-01-04,2951.464,2946.7999999999997,2958.513,2944.415,450,0.56
2023-01-03,2935.14,2937.207,2958.46,2928.9919999999997,1590,0.66
2023-01-02,2915.848,2909.7,2916.537,2909.594,550,0.43
2022-12-30,2903.287,2895.602,2908.057,2889.348,2940,0.25
2022-12-29,2896.026,2878.324,2898.623,2874.455,8039,0.59
2022-12-28,2879.172,2885.903,2888.765,2868.572,5090,-0.41
2022-12-27,2890.938,2877.529,2908.64,2873.607,6980,0.58
2022-12-26,2874.19,2865.71,2876.893,2864.65,2780,0.23
2022-12-23,2867.5119999999997,2866.717,2875.197,2862.0,5230,0.07
2022-12-22,2865.498,2896.45,2900.8489999999997,2862.265,10850,-1.13
2022-12-21,2898.252,2889.931,2906.997,2888.553,5820,0.26
2022-12-20,2890.673,2859.615,2896.45,2859.615,9990,1.1
2022-12-19,2859.085,2867.2999999999997,2873.766,2854.739,5440,-0.02
2022-12-16,2859.721,2854.315,2865.4449999999997,2845.5699999999997,7310,0.3
2022-12-15,2851.1349999999998,2865.869,2868.9429999999998,2839.74,10790,-1.0
2022-12-14,2880.02,2885.797,2890.037,2875.3559999999998,6180,-0.07
2022-12-13,2881.928,2855.375,2893.747,2851.93,11970,1.09
2022-12-12,2850.923,2851.506,2859.721,2847.2129999999997,5810,-0.29
2022-12-09,2859.35,2854.58,2866.505,2846.312,8680,0.39
2022-12-08,2848.273,2843.238,2854.898,2841.542,5370,0.14
2022-12-07,2844.245,2832.5319999999997,2846.895,2830.2529999999997,6290,0.41
2022-12-06,2832.638,2835.5,2840.694,2822.5679999999998,6840,0.27
2022-12-05,2824.9,2843.238,2847.955,2809.0,160,-0.09
2022-12-02,2827.3379999999997,2822.038,2837.832,2815.89,140,0.01
2022-12-01,2826.967,2796.7039999999997,2840.429,2794.319,280,1.73
2022-11-30,2779.002,2780.592,2789.602,2775.08,650,0.15
2022-11-29,2774.921,2768.5609999999997,2783.825,2767.13,3160,0.4
2022-11-28,2763.844,2770.84,2791.457,2761.883,9450,-0.45
2022-11-25,2776.458,2785.15,2786.74,2770.522,5570,-0.21
2022-11-24,2782.182,2775.875,2785.0969999999998,2775.875,5960,0.45
2022-11-23,2769.727,2756.0,2771.688,2756.0,9680,0.19
2022-11-22,2764.533,2769.144,2776.352,2762.837,8400,-0.08
2022-11-21,2766.653,2777.2529999999997,2783.295,2759.498,8750,-0.57
2022-11-18,2782.553,2795.75,2800.732,2777.783,8100,-0.37
2022-11-17,2792.994,2801.2619999999997,2801.2619999999997,2789.178,8270,-0.35
2022-11-16,2802.799,2793.683,2808.947,2793.153,11390,0.64
2022-11-15,2784.8849999999998,2788.595,2801.0499999999997,2782.553,15080,-0.11
2022-11-14,2787.853,2770.522,2791.616,2767.5009999999997,10440,0.62
2022-11-11,2770.575,2757.749,2779.903,2756.1059999999998,13180,0.47
2022-11-10,2757.749,2727.857,2763.3669999999997,2727.857,15540,1.09
2022-11-09,2728.122,2733.104,2739.04,2719.6949999999997,11720,-0.21
2022-11-08,2733.793,2689.8559999999998,2737.344,2682.595,15490,1.34
2022-11-07,2697.7529999999997,2688.0009999999997,2704.537,2688.0009999999997,9680,0.57
2022-11-04,2682.595,2652.544,2684.45,2652.544,110,1.48
2022-11-03,2643.428,2659.805,2661.5009999999997,2640.1949999999997,50,-1.07
2022-11-02,2671.942,2669.928,2689.22,2668.3379999999997,350,0.33
2022-11-01,2663.25,2654.982,2673.85,2654.929,190,0.36
2022-10-31,2653.71,2648.092,2660.2819999999997,2645.7599999999998,6350,0.23
2022-10-28,2647.668,2674.274,2676.235,2640.672,10970,-0.98
2022-10-27,2673.85,2671.783,2679.15,2667.49,8990,0.08
2022-10-26,2671.783,2676.5,2679.68,2669.133,4410,0.12
2022-10-25,2668.709,2665.476,2677.825,2654.611,9110,0.07
2022-10-24,2666.9069999999997,2668.815,2673.797,2664.31,1110,-0.08
2022-10-21,2669.133,2644.7529999999997,2670.564,2629.648,17150,0.85
2022-10-20,2646.714,2643.375,2658.904,2642.368,10020,-0.09
2022-10-19,2648.993,2653.339,2662.3489999999997,2642.368,9050,-0.42
2022-10-18,2660.176,2661.607,2665.529,2654.4519999999998,7200,-0.08
2022-10-17,2662.243,2658.957,2675.122,2655.565,8780,0.33
2022-10-14,2653.551,2679.203,2688.743,2649.046,14440,-1.08
2022-10-13,2682.595,2686.888,2698.7599999999998,2660.6,16460,-0.19
2022-10-12,2687.7889999999998,2679.839,2692.665,2679.15,7650,-0.32
2022-10-11,2696.322,2692.4,2701.94,2679.044,11160,0.01
2022-10-10,2696.163,2727.009,2727.009,2690.439,15000,-1.63
2022-10-07,2740.948,2738.9339999999997,2749.216,2725.313,14320,0.01
2022-10-06,2740.683,2729.5,2745.3469999999998,2729.5,12580,0.68
2022-10-05,2722.133,2716.939,2723.67,2709.095,6570,0.46
2022-10-04,2709.7309999999998,2692.453,2739.994,2692.4,10,1.76
2022-10-03,2662.985,2656.36,2679.15,2654.6639999999998,10,0.43
2022-09-30,2651.537,2645.7599999999998,2660.6,2645.23,100,0.25
2022-09-29,2644.806,2634.5769999999998,2645.919,2625.726,560,0.35
2022-09-28,2635.478,2597.424,2637.969,2591.064,13390,1.15
2022-09-27,2605.48,2608.395,2616.345,2598.855,14680,0.1
2022-09-26,2602.83,2607.6,2629.913,2599.65,13780,-0.55
2022-09-23,2617.246,2647.456,2650.901,2610.303,13950,-1.15
2022-09-22,2647.615,2614.9139999999998,2657.42,2610.621,16900,1.07
2022-09-21,2619.6839999999997,2607.706,2626.044,2605.215,15990,0.43
2022-09-20,2608.554,2621.91,2627.157,2605.321,8850,-0.29
2022-09-19,2616.133,2617.67,2621.5389999999998,2603.625,8750,-0.18
2022-09-16,2620.903,2608.2889999999998,2625.8849999999998,2597.424,16470,0.12
2022-09-15,2617.882,2651.06,2651.06,2610.674,21400,-1.41
2022-09-14,2655.353,2659.2219999999998,2661.66,2653.975,11570,-0.26
2022-09-13,2662.3489999999997,2685.9339999999997,2685.9339999999997,2654.77,19970,-0.91
2022-09-12,2686.888,2679.3089999999997,2694.732,2674.009,12830,0.21
2022-09-09,2681.3759999999997,2678.8849999999998,2691.499,2673.055,11780,0.32
2022-09-08,2672.737,2678.938,2693.725,2664.893,11950,-0.28
2022-09-07,2680.21,2666.43,2681.5879999999997,2653.604,10290,0.43
2022-09-06,2668.7619999999997,2682.33,2691.022,2667.119,8520,-0.49
2022-09-05,2682.0119999999997,2697.7,2697.7,2665.9,0,0.58
2022-09-02,2666.589,2664.575,2670.67,2664.575,0,0.29
2022-09-01,2658.957,2664.84,2668.603,2649.47,150,-0.69
2022-08-31,2677.56,2676.447,2687.206,2671.995,110,-0.36
2022-08-30,2687.153,2706.869,2710.473,2682.33,2380,-0.94
2022-08-29,2712.593,2707.8759999999997,2719.801,2695.315,6300,-0.12
2022-08-26,2715.826,2733.634,2736.814,2712.275,7330,-0.75
2022-08-25,2736.284,2729.447,2746.248,2729.447,10730,0.29
2022-08-24,2728.44,2722.239,2733.793,2719.9069999999997,5220,0.04
2022-08-23,2727.274,2715.296,2732.9449999999997,2709.89,7920,0.47
2022-08-22,2714.5009999999997,2726.903,2727.804,2706.18,8290,-0.58
2022-08-19,2730.401,2739.941,2739.941,2727.009,5930,-0.24
2022-08-18,2737.026,2734.7999999999997,2748.103,2734.7999999999997,7360,0.15
2022-08-17,2732.839,2746.513,2753.0319999999997,2729.871,9050,-0.5
2022-08-16,2746.513,2767.9249999999997,2780.115,2743.545,11110,-1.21
2022-08-12,2780.168,2770.84,2781.44,2766.335,7620,0.4
2022-08-11,2769.038,2759.4449999999997,2777.2,2750.859,9130,0.12
2022-08-10,2765.752,2774.5499999999997,2781.705,2761.565,10090,-0.38
2022-08-09,2776.299,2770.522,2781.3869999999997,2765.752,4660,0.38
2022-08-08,2765.699,2750.806,2768.243,2741.902,8690,1.05
2022-08-05,2736.973,2752.555,2754.145,2730.825,60,-0.31
2022-08-04,2745.506,2740.7889999999998,2750.859,2740.7889999999998,10,1.14
2022-08-03,2714.448,2716.25,2722.875,2710.261,70,-0.11
2022-08-02,2717.522,2726.214,2730.931,2708.2999999999997,230,0.03
2022-08-01,2716.7799999999997,2750.647,2750.647,2704.219,1350,-0.2
2022-07-29,2722.345,2726.479,2727.7509999999997,2711.798,5680,0.18
2022-07-28,2717.522,2697.7,2721.285,2696.428,9830,1.09
2022-07-27,2688.266,2681.217,2690.2799999999997,2677.825,6960,0.22
2022-07-26,2682.436,2680.74,2688.955,2676.553,6640,0.09
2022-07-25,2680.051,2688.955,2693.778,2675.1749999999997,8690,-0.3
2022-07-22,2688.16,2672.2599999999998,2698.336,2670.14,11080,0.58
2022-07-21,2672.631,2663.515,2677.931,2637.81,18510,0.23
2022-07-20,2666.377,2670.458,2678.09,2664.84,7830,-0.17
2022-07-19,2670.935,2672.207,2678.62,2665.9,7050,-0.12
2022-07-18,2674.221,2661.13,2685.5099999999998,2661.13,11420,0.49
2022-07-15,2661.236,2666.165,2670.511,2652.703,11800,-0.22
2022-07-14,2667.119,2689.75,2691.658,2658.798,16020,-1.03
2022-07-13,2694.997,2679.15,2701.94,2660.6,16590,0.63
2022-07-12,2678.196,2690.015,2693.725,2677.136,10230,-0.35
2022-07-11,2687.5769999999998,2691.87,2698.548,2685.775,7130,-0.24
2022-07-08,2694.096,2687.63,2704.59,2671.783,12500,0.28
2022-07-07,2686.623,2689.273,2698.177,2682.171,9490,0.22
2022-07-06,2680.793,2726.744,2734.535,2677.295,18620,-3.17
2022-07-05,2768.614,2796.598,2796.598,2755.947,20,0.83
2022-07-04,2745.824,2787.641,2787.641,2725.313,130,-0.8
2022-07-01,2768.031,2730.56,2844.775,2712.964,150,2.97
2022-06-30,2688.107,2695.0499999999997,2705.014,2681.27,430,-0.23
2022-06-29,2694.308,2691.87,2712.063,2689.22,2870,0.02
2022-06-28,2693.672,2690.81,2699.29,2688.584,7010,0.28
2022-06-27,2686.093,2689.909,2700.085,2682.2239999999997,7910,0.13
2022-06-24,2682.542,2680.74,2687.895,2673.426,8270,0.01
2022-06-23,2682.2239999999997,2692.824,2703.371,2680.475,12730,-0.57
2022-06-22,2697.594,2689.114,2708.194,2678.673,14350,0.24
2022-06-21,2691.075,2695.0499999999997,2700.085,2686.305,7270,0.05
2022-06-20,2689.644,2694.891,2699.449,2687.683,5740,-0.15
2022-06-17,2693.672,2697.1169999999997,2709.89,2692.4,10680,-0.24
2022-06-16,2700.085,2691.075,2705.12,2666.801,16960,1.02
2022-06-15,2672.949,2671.094,2693.99,2664.4159999999997,14220,0.36
2022-06-14,2663.303,2683.39,2686.04,2660.6,10820,-0.85
2022-06-13,2686.1459999999997,2727.221,2736.549,2681.7999999999997,19290,-1.86
2022-06-10,2737.185,2697.3289999999997,2741.4249999999997,2674.38,23680,1.32
2022-06-09,2701.4629999999997,2705.491,2708.035,2692.665,8080,-0.13
2022-06-08,2704.908,2695.845,2708.459,2694.255,7540,0.21
2022-06-07,2699.237,2693.566,2704.59,2686.04,9200,0.11
2022-06-06,2696.163,2707.611,2709.36,2693.46,7550,-0.81
2022-06-03,2718.211,2757.59,2757.59,2704.59,40,0.41
2022-06-02,2707.134,2697.7,2718.688,2697.7,10,1.14
2022-06-01,2676.712,2684.45,2694.997,2666.801,150,-0.82
2022-05-31,2698.9719999999998,2696.64,2717.84,2690.015,340,0.03
2022-05-30,2698.124,2708.141,2709.095,2694.255,3000,-0.1
2022-05-27,2700.933,2700.35,2708.7239999999997,2695.739,10050,0.2
2022-05-26,2695.4739999999997,2692.4,2698.654,2682.595,7050,0.08
2022-05-25,2693.1949999999997,2708.2999999999997,2710.5789999999997,2687.1,10610,-0.65
2022-05-24,2710.738,2696.375,2715.667,2696.375,9990,0.42
2022-05-23,2699.502,2695.2619999999997,2711.745,2693.831,10010,0.18
2022-05-20,2694.6259999999997,2679.203,2696.958,2677.2419999999997,11760,0.52
2022-05-19,2680.687,2668.232,2691.34,2654.505,15310,0.68
2022-05-18,2662.455,2658.427,2670.935,2645.23,13460,0.0
2022-05-17,2662.561,2671.094,2679.15,2660.123,11210,-0.11
2022-05-16,2665.423,2655.035,2667.9139999999998,2631.98,12980,0.69
2022-05-13,2647.0319999999997,2665.9,2666.006,2636.591,12480,-0.61
2022-05-12,2663.197,2696.4809999999998,2706.0209999999997,2660.6,14270,-1.21
2022-05-11,2695.686,2680.475,2698.7599999999998,2669.345,14930,0.39
2022-05-10,2685.086,2705.756,2710.95,2680.9519999999998,13110,-0.71
2022-05-09,2704.3779999999997,2723.935,2725.048,2701.6749999999997,12930,-0.69
2022-05-06,2723.1929999999998,2700.509,2731.779,2700.509,14580,-0.53
2022-05-05,2737.609,2740.047,2750.7,2715.72,10,1.61
2022-05-04,2694.308,2696.746,2701.41,2692.612,30,-0.36
2022-05-03,2704.1659999999997,2771.9,2771.9,2684.98,80,0.38
2022-05-02,2694.043,2713.653,2751.7599999999998,2680.475,690,-1.89
2022-04-29,2745.877,2734.7999999999997,2755.311,2732.3089999999997,1990,0.81
2022-04-28,2723.723,2714.872,2726.85,2703.0,9190,0.07
2022-04-27,2721.921,2739.729,2739.729,2714.819,9730,-0.58
2022-04-26,2737.715,2730.984,2745.4,2728.069,9140,0.38
2022-04-25,2727.486,2762.625,2762.625,2723.14,13730,-1.51
2022-04-22,2769.25,2774.497,2789.39,2761.406,15490,-0.2
2022-04-21,2774.868,2782.394,2782.394,2761.353,12110,-0.27
2022-04-20,2782.447,2783.083,2784.8849999999998,2765.699,12710,-0.2
2022-04-19,2787.959,2809.0,2822.727,2782.871,15290,-0.94
2022-04-18,2814.5119999999997,2806.35,2834.334,2806.35,13890,0.59
2022-04-14,2798.029,2798.665,2804.283,2777.2,7840,-0.15
2022-04-13,2802.163,2788.807,2805.025,2786.74,9290,0.41
2022-04-12,2790.768,2761.2999999999997,2796.4919999999997,2761.2999999999997,15370,1.29
2022-04-11,2755.205,2755.947,2783.613,2747.52,15750,0.25
2022-04-08,2748.2619999999997,2735.966,2754.357,2730.295,12000,0.33
2022-04-07,2739.093,2726.85,2743.2799999999997,2724.094,9940,0.48
2022-04-06,2725.949,2720.967,2737.185,2711.374,13160,-0.36
2022-04-05,2735.807,2718.9,2766.6,2709.7309999999998,340,0.76
2022-04-04,2715.1369999999997,2714.0769999999998,2719.218,2700.35,190,-0.07
2022-04-01,2716.9919999999997,2731.143,2735.065,2713.6,200,-0.71
2022-03-31,2736.549,2708.2999999999997,2744.764,2698.018,430,1.16
2022-03-30,2705.226,2699.29,2721.179,2688.955,5640,0.62
2022-03-29,2688.69,2718.476,2718.688,2668.02,17870,-1.38
2022-03-28,2726.426,2734.906,2742.591,2716.621,13950,-0.47
2022-03-25,2739.411,2751.9719999999998,2751.9719999999998,2731.726,10900,-0.3
2022-03-24,2747.573,2738.298,2751.866,2729.712,17160,0.51
2022-03-23,2733.74,2715.614,2735.86,2708.459,11740,0.7
2022-03-22,2714.607,2734.535,2747.6259999999997,2701.94,16200,-0.63
2022-03-21,2731.938,2723.67,2741.266,2717.999,11700,0.32
2022-03-18,2723.299,2732.15,2738.5099999999998,2718.688,7070,-0.41
2022-03-17,2734.641,2724.2,2742.75,2719.854,14700,0.96
2022-03-16,2708.565,2724.2,2728.228,2703.0,16210,-0.81
2022-03-15,2730.6659999999997,2750.7,2756.477,2713.706,25680,-1.37
2022-03-14,2768.614,2788.489,2795.75,2759.2329999999997,22340,-1.12
2022-03-11,2799.884,2809.053,2816.844,2768.031,34030,-0.67
2022-03-10,2818.699,2792.04,2832.267,2777.73,33010,0.87
2022-03-09,2794.372,2897.139,2915.0,2787.217,48040,-2.63
2022-03-08,2869.738,2833.7509999999997,2937.6839999999997,2827.02,51930,1.28
2022-03-07,2833.433,2785.574,2858.714,2785.574,32759,2.27
2022-03-04,2770.522,2742.8559999999998,2779.744,2722.398,120,1.37
2022-03-03,2733.1569999999997,2721.603,2741.4249999999997,2716.25,40,0.85
2022-03-02,2710.049,2739.252,2745.9829999999997,2704.06,220,-0.84
2022-03-01,2732.9449999999997,2711.904,2739.888,2694.679,500,2.05
2022-02-28,2678.09,2686.04,2701.41,2663.038,2200,0.98
2022-02-25,2652.067,2712.54,2712.54,2644.064,11190,-2.65
2022-02-24,2724.359,2669.08,2789.6549999999997,2669.08,24780,2.34
2022-02-23,2661.978,2659.8579999999997,2664.257,2642.0499999999997,8400,0.08
2022-02-22,2659.8579999999997,2657.95,2680.581,2647.933,15450,0.38
2022-02-21,2649.894,2655.2999999999997,2655.2999999999997,2634.7889999999998,9240,-0.07
2022-02-18,2651.802,2645.866,2659.4339999999997,2637.2799999999997,11360,-0.48
2022-02-17,2664.681,2622.546,2670.1929999999998,2622.546,16180,1.48
2022-02-16,2625.938,2614.596,2628.694,2606.6459999999997,9160,0.43
2022-02-15,2614.596,2647.35,2663.25,2605.321,16140,-0.99
2022-02-14,2640.831,2606.54,2645.495,2605.056,11920,1.64
2022-02-11,2598.272,2580.782,2599.544,2573.68,9900,0.32
2022-02-10,2589.951,2573.15,2593.6079999999997,2565.2,10510,0.6
2022-02-09,2574.475,2564.988,2575.7999999999997,2561.331,9230,0.48
2022-02-08,2562.285,2553.805,2564.882,2549.618,7950,0.37
2022-02-07,2552.904,2541.35,2553.593,2540.025,7880,0.18
2022-02-04,2548.293,2544.477,2591.7,2541.509,30,0.41
2022-02-03,2537.852,2542.94,2547.71,2517.5,70,-0.34
2022-02-02,2546.5969999999998,2552.0029999999997,2552.0029999999997,2539.495,630,0.17
2022-02-01,2542.198,2570.977,2570.977,2517.553,450,0.26
2022-01-31,2535.52,2525.556,2538.912,2520.892,2300,0.39
2022-01-28,2525.556,2535.149,2546.067,2518.401,6980,-0.67
2022-01-27,2542.622,2581.153,2581.153,2537.64,10780,-1.77
2022-01-25,2588.308,2573.68,2591.064,2571.931,9160,0.62
2022-01-24,2572.461,2558.31,2575.641,2557.515,11200,0.61
2022-01-21,2556.879,2564.882,2570.553,2550.625,9810,-0.27
2022-01-20,2563.716,2563.504,2572.514,2559.688,8930,0.01
2022-01-19,2563.504,2540.502,2565.147,2539.866,13010,0.92
2022-01-18,2540.078,2539.7599999999998,2545.802,2532.87,10820,0.04
2022-01-17,2539.124,2534.142,2542.41,2533.718,4650,0.22
2022-01-14,2533.5589999999997,2533.4,2543.417,2532.34,12530,0.09
2022-01-13,2531.227,2533.082,2540.078,2526.563,9070,-0.09
2022-01-12,2533.506,2525.45,2535.944,2525.0789999999997,9530,0.23
2022-01-11,2527.782,2520.15,2528.736,2517.076,9950,0.47
2022-01-10,2515.9629999999997,2512.2,2518.719,2508.649,11650,-0.02
2022-01-07,2516.493,2517.553,2521.21,2506.9,12490,-0.04
2022-01-06,2517.447,2545.59,2545.59,2514.85,18240,-0.99
2022-01-05,2542.622,2539.9719999999998,2549.247,2537.216,90,0.44
2022-01-04,2531.439,2529.69,2535.6259999999997,2512.306,80,0.61
2022-01-03,2516.069,2540.8199999999997,2549.2999999999997,2508.331,210,-1.09
2021-12-31,2543.682,2533.4,2552.427,2528.418,860,0.52
2021-12-30,2530.538,2523.542,2535.944,2512.306,5050,0.15
2021-12-29,2526.669,2536.792,2536.792,2515.5389999999998,10190,-0.45
2021-12-28,2538.064,2541.986,2548.982,2535.361,8530,-0.09
2021-12-27,2540.449,2543.788,2547.922,2537.958,6530,-0.1
2021-12-24,2543.046,2546.8089999999997,2549.247,2540.343,3840,-0.06
2021-12-23,2544.636,2538.7,2554.335,2537.64,7160,-0.03
2021-12-22,2545.3779999999997,2541.403,2546.438,2534.725,7080,0.19
2021-12-21,2540.449,2550.89,2553.169,2534.99,11300,-0.41
2021-12-20,2550.89,2565.306,2570.447,2549.2999999999997,9820,-0.7
2021-12-17,2568.7509999999997,2559.9,2577.814,2559.9,15390,0.12
2021-12-16,2565.571,2544.424,2566.6839999999997,2543.682,13340,1.06
2021-12-15,2538.7,2537.11,2546.014,2532.34,8170,0.01
2021-12-14,2538.435,2552.162,2552.162,2531.2799999999997,12200,-0.44
2021-12-13,2549.618,2544.1059999999998,2551.95,2542.41,9500,0.24
2021-12-10,2543.629,2535.043,2548.6639999999998,2529.319,11580,0.4
2021-12-09,2533.506,2538.7,2544.0,2529.319,9800,-0.2
2021-12-08,2538.7,2543.735,2550.625,2534.99,10880,-0.05
2021-12-07,2539.866,2535.52,2545.59,2522.482,12770,0.28
2021-12-06,2532.711,2533.4,2537.746,2528.683,8500,0.76
2021-12-03,2513.525,2505.84,2513.631,2503.879,60,0.25
2021-12-02,2507.2709999999997,2514.85,2515.645,2498.95,280,-0.46
2021-12-01,2518.825,2516.864,2524.125,2513.737,30,0.18
2021-11-30,2514.267,2525.98,2550.307,2506.37,110,-0.37
2021-11-29,2523.489,2533.4,2542.357,2522.429,3060,0.01
2021-11-26,2523.33,2522.7999999999997,2553.54,2518.136,16920,0.35
2021-11-25,2514.532,2519.726,2522.1639999999998,2510.663,6430,-0.05
2021-11-24,2515.857,2517.447,2528.1,2505.2039999999997,11910,0.02
2021-11-23,2515.38,2544.053,2546.65,2512.2,16920,-1.05
2021-11-22,2542.0389999999998,2585.446,2591.7,2539.23,22470,-1.77
2021-11-19,2587.937,2602.353,2611.575,2581.365,13290,-0.44
2021-11-18,2599.491,2607.6,2609.561,2594.88,13690,-0.44
2021-11-17,2610.886,2600.657,2612.264,2595.728,13310,0.46
2021-11-16,2599.014,2612.582,2627.687,2597.212,21990,-0.47
2021-11-15,2611.257,2606.0099999999998,2620.1079999999997,2601.293,14670,-0.02
2021-11-12,2611.681,2601.611,2612.9,2590.216,16510,0.14
2021-11-11,2608.024,2596.0989999999997,2615.497,2591.7,15050,0.72
2021-11-10,2589.421,2557.25,2609.932,2552.798,27480,1.23
2021-11-09,2557.939,2545.802,2558.84,2542.993,15130,0.5
2021-11-08,2545.325,2544.0,2551.632,2534.513,14860,0.14
2021-11-05,2541.8269999999998,2518.56,2543.47,2507.6949999999997,13760,0.84
2021-11-04,2520.627,2498.7909999999997,2522.3759999999997,2498.7909999999997,5710,1.27
2021-11-03,2488.933,2520.15,2520.15,2482.467,40,-1.51
2021-11-02,2527.199,2536.898,2540.767,2522.7999999999997,20,-0.02
2021-11-01,2527.676,2525.397,2536.0499999999997,2518.0299999999997,100,0.4
2021-10-29,2517.6059999999998,2526.457,2536.686,2509.5499999999997,630,-0.58
2021-10-28,2532.181,2538.1169999999997,2546.067,2523.33,4590,-0.06
2021-10-27,2533.612,2527.5699999999997,2537.11,2517.5,11680,0.26
2021-10-26,2527.04,2543.788,2550.625,2516.44,12420,-0.73
2021-10-25,2545.59,2531.81,2551.42,2529.69,10400,0.76
2021-10-22,2526.404,2514.267,2546.65,2510.875,20490,0.75
2021-10-21,2507.642,2513.79,2515.38,2504.25,11820,-0.14
2021-10-20,2511.14,2504.7799999999997,2514.797,2500.2219999999998,14480,0.39
2021-10-19,2501.388,2501.547,2518.825,2498.42,14500,0.02
2021-10-18,2500.8579999999997,2501.6,2506.6349999999998,2495.081,14020,0.17
2021-10-15,2496.618,2528.418,2528.418,2491.795,13810,-1.34
2021-10-14,2530.644,2527.1459999999997,2541.562,2525.5029999999997,12460,-0.01
2021-10-13,2530.909,2494.18,2535.785,2492.272,23580,1.39
2021-10-12,2496.141,2492.325,2505.84,2487.873,14250,0.33
2021-10-11,2487.873,2486.23,2495.77,2477.75,10000,0.04
2021-10-08,2486.866,2477.22,2502.9249999999997,2475.206,19610,0.4
2021-10-07,2477.061,2477.591,2484.057,2470.436,11490,-0.09
2021-10-06,2479.393,2467.15,2484.322,2461.903,14920,0.69
2021-10-05,2462.3269999999998,2467.468,2467.5209999999997,2456.285,20,-0.34
2021-10-04,2470.754,2453.8469999999998,2471.92,2449.0769999999998,50,0.65
2021-10-01,2454.6949999999997,2454.0589999999997,2457.08,2444.625,190,0.2
2021-09-30,2449.7129999999997,2426.87,2457.9809999999998,2411.871,310,1.47
2021-09-29,2414.15,2429.6259999999997,2435.88,2410.864,7360,-0.59
2021-09-28,2428.407,2438.424,2441.816,2420.987,17770,-0.53
2021-09-27,2441.392,2445.1549999999997,2449.395,2433.23,14400,0.15
2021-09-24,2437.735,2443.2999999999997,2445.738,2427.665,12760,-0.19
2021-09-23,2442.399,2465.613,2467.15,2436.092,18760,-1.28
2021-09-22,2474.1459999999997,2473.139,2478.545,2468.475,9690,0.09
2021-09-21,2471.973,2453.741,2480.294,2446.639,17710,0.74
2021-09-20,2453.741,2439.06,2458.935,2433.389,14800,0.59
